objectid,bundesland,landkreis,altersgruppe,geschlecht,anzahlfall,anzahltodesfall,meldedatum
147278,Niedersachsen,SK Braunschweig,A60-A79,M,1,0,2020-03-15
147279,Niedersachsen,SK Braunschweig,A60-A79,M,1,0,2020-03-17
147280,Niedersachsen,SK Braunschweig,A60-A79,W,1,0,2020-03-14
147281,Niedersachsen,SK Salzgitter,A35-A59,W,1,0,2020-03-11
147282,Niedersachsen,SK Salzgitter,A35-A59,W,1,0,2020-03-13
147283,Niedersachsen,SK Salzgitter,A35-A59,W,1,0,2020-03-17
147284,Niedersachsen,SK Salzgitter,A35-A59,W,2,0,2020-03-19
147285,Niedersachsen,SK Salzgitter,A60-A79,M,1,0,2020-03-18
147286,Niedersachsen,SK Salzgitter,A60-A79,W,2,0,2020-03-18
147287,Niedersachsen,SK Wolfsburg,A15-A34,W,1,0,2020-03-13
147288,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,2020-03-17
147289,Niedersachsen,SK Wolfsburg,A35-A59,M,1,0,2020-03-18
147290,Niedersachsen,SK Wolfsburg,A35-A59,W,1,0,2020-03-19
147291,Niedersachsen,SK Wolfsburg,A60-A79,M,1,0,2020-03-13
147292,Niedersachsen,SK Wolfsburg,A60-A79,W,1,0,2020-03-18
147293,Niedersachsen,SK Wolfsburg,A80+,M,2,0,2020-03-18
147294,Niedersachsen,SK Wolfsburg,A80+,W,1,0,2020-03-13
147295,Niedersachsen,LK Gifhorn,A05-A14,W,3,0,2020-03-17
147296,Niedersachsen,LK Gifhorn,A15-A34,M,1,0,2020-03-13
147297,Niedersachsen,LK Gifhorn,A15-A34,M,1,0,2020-03-16
147298,Niedersachsen,LK Gifhorn,A15-A34,M,1,0,2020-03-17
147299,Niedersachsen,LK Gifhorn,A15-A34,W,1,0,2020-03-13
147300,Niedersachsen,LK Gifhorn,A15-A34,W,2,0,2020-03-16
147301,Niedersachsen,LK Gifhorn,A15-A34,W,2,0,2020-03-19
147302,Niedersachsen,LK Gifhorn,A35-A59,M,1,0,2020-03-11
147303,Niedersachsen,LK Gifhorn,A35-A59,M,1,0,2020-03-12
147304,Niedersachsen,LK Gifhorn,A35-A59,M,2,0,2020-03-16
147305,Niedersachsen,LK Gifhorn,A35-A59,M,1,0,2020-03-17
147306,Niedersachsen,LK Gifhorn,A35-A59,M,1,0,2020-03-19
147307,Niedersachsen,LK Gifhorn,A35-A59,W,2,0,2020-03-16
147308,Niedersachsen,LK Gifhorn,A35-A59,W,1,0,2020-03-17
147309,Niedersachsen,LK Gifhorn,A60-A79,M,1,0,2020-03-11
147310,Niedersachsen,LK Gifhorn,A60-A79,M,1,0,2020-03-12
147311,Niedersachsen,LK Gifhorn,A60-A79,M,1,0,2020-03-18
147312,Niedersachsen,LK Gifhorn,A60-A79,M,1,0,2020-03-19
147313,Niedersachsen,LK Gifhorn,A60-A79,W,1,0,2020-03-12
147314,Niedersachsen,LK Gifhorn,A60-A79,W,1,0,2020-03-16
147315,Niedersachsen,LK Gifhorn,unbekannt,M,1,0,2020-03-16
147316,Niedersachsen,LK Goslar,A15-A34,M,1,0,2020-03-14
147317,Niedersachsen,LK Goslar,A15-A34,M,1,0,2020-03-19
147318,Niedersachsen,LK Goslar,A15-A34,W,1,0,2020-03-19
147319,Niedersachsen,LK Goslar,A15-A34,W,1,0,2020-03-20
147320,Niedersachsen,LK Goslar,A35-A59,M,1,0,2020-03-13
147321,Niedersachsen,LK Goslar,A35-A59,M,1,0,2020-03-17
147322,Niedersachsen,LK Goslar,A35-A59,M,2,0,2020-03-18
147323,Niedersachsen,LK Goslar,A35-A59,W,1,0,2020-03-17
147324,Niedersachsen,LK Goslar,A35-A59,W,2,0,2020-03-18
147325,Niedersachsen,LK Goslar,A60-A79,M,2,0,2020-03-13
147326,Niedersachsen,LK Goslar,A60-A79,M,1,0,2020-03-18
147327,Niedersachsen,LK Goslar,A60-A79,W,2,0,2020-03-13
147328,Niedersachsen,LK Goslar,A60-A79,W,1,0,2020-03-14
147329,Niedersachsen,LK Goslar,A60-A79,W,1,0,2020-03-20
147330,Niedersachsen,LK Helmstedt,A15-A34,M,1,0,2020-03-13
147331,Niedersachsen,LK Helmstedt,A15-A34,M,4,0,2020-03-18
147332,Niedersachsen,LK Helmstedt,A15-A34,M,1,0,2020-03-20
147333,Niedersachsen,LK Helmstedt,A35-A59,M,1,0,2020-03-13
147334,Niedersachsen,LK Helmstedt,A35-A59,M,1,0,2020-03-18
147335,Niedersachsen,LK Helmstedt,A35-A59,M,1,0,2020-03-20
147336,Niedersachsen,LK Helmstedt,A35-A59,W,1,0,2020-03-20
147337,Niedersachsen,LK Helmstedt,unbekannt,M,1,0,2020-03-19
147338,Niedersachsen,LK Northeim,A15-A34,M,2,0,2020-03-11
147339,Niedersachsen,LK Northeim,A15-A34,M,1,0,2020-03-12
147340,Niedersachsen,LK Northeim,A15-A34,unbekannt,1,0,2020-03-19
147341,Niedersachsen,LK Northeim,A35-A59,M,1,0,2020-03-18
147342,Niedersachsen,LK Northeim,A35-A59,M,1,0,2020-03-19
147343,Niedersachsen,LK Northeim,A35-A59,M,2,0,2020-03-20
147344,Niedersachsen,LK Northeim,A35-A59,W,1,0,2020-03-19
147345,Niedersachsen,LK Northeim,A35-A59,W,1,0,2020-03-20
147346,Niedersachsen,LK Northeim,A60-A79,M,1,0,2020-03-18
147347,Niedersachsen,LK Northeim,A60-A79,W,1,0,2020-03-11
147348,Niedersachsen,LK Peine,A05-A14,W,1,0,2020-03-17
147349,Niedersachsen,LK Peine,A15-A34,M,1,0,2020-03-19
147350,Niedersachsen,LK Peine,A15-A34,W,1,0,2020-03-13
147351,Niedersachsen,LK Peine,A35-A59,M,1,0,2020-03-17
147352,Niedersachsen,LK Peine,A35-A59,M,2,0,2020-03-19
147353,Niedersachsen,LK Peine,A35-A59,W,1,0,2020-03-13
147354,Niedersachsen,LK Peine,A35-A59,W,2,0,2020-03-17
147355,Niedersachsen,LK Peine,A35-A59,W,1,0,2020-03-18
147356,Niedersachsen,LK Peine,A35-A59,W,1,0,2020-03-19
147357,Niedersachsen,LK Peine,A60-A79,M,1,0,2020-03-17
147358,Niedersachsen,LK Peine,A60-A79,W,1,0,2020-03-17
147359,Niedersachsen,LK Wolfenbüttel,A35-A59,M,1,0,2020-03-18
147360,Niedersachsen,LK Wolfenbüttel,A35-A59,M,1,0,2020-03-19
147361,Niedersachsen,LK Wolfenbüttel,A60-A79,W,1,0,2020-03-17
147362,Niedersachsen,LK Göttingen,A15-A34,M,1,0,2020-03-17
147363,Niedersachsen,LK Göttingen,A15-A34,M,2,0,2020-03-18
147364,Niedersachsen,LK Göttingen,A15-A34,M,3,0,2020-03-19
147365,Niedersachsen,LK Göttingen,A15-A34,W,1,0,2020-03-16
147366,Niedersachsen,LK Göttingen,A15-A34,W,2,0,2020-03-17
147367,Niedersachsen,LK Göttingen,A15-A34,W,3,0,2020-03-18
147368,Niedersachsen,LK Göttingen,A15-A34,W,1,0,2020-03-19
147369,Niedersachsen,LK Göttingen,A35-A59,M,2,0,2020-03-12
147370,Niedersachsen,LK Göttingen,A35-A59,M,1,0,2020-03-14
147371,Niedersachsen,LK Göttingen,A35-A59,M,2,0,2020-03-15
147372,Niedersachsen,LK Göttingen,A35-A59,M,2,0,2020-03-16
147373,Niedersachsen,LK Göttingen,A35-A59,M,7,0,2020-03-18
147374,Niedersachsen,LK Göttingen,A35-A59,W,2,0,2020-03-12
147375,Niedersachsen,LK Göttingen,A35-A59,W,1,0,2020-03-14
147376,Niedersachsen,LK Göttingen,A35-A59,W,1,0,2020-03-17
147377,Niedersachsen,LK Göttingen,A35-A59,W,2,0,2020-03-18
147378,Niedersachsen,LK Göttingen,A35-A59,W,2,0,2020-03-19
147379,Niedersachsen,LK Göttingen,A60-A79,M,1,0,2020-03-16
147380,Niedersachsen,LK Göttingen,A60-A79,M,3,0,2020-03-18
147381,Niedersachsen,LK Göttingen,A60-A79,M,1,0,2020-03-19
147382,Niedersachsen,LK Göttingen,A60-A79,W,1,0,2020-03-18
147383,Niedersachsen,LK Göttingen,A80+,W,1,0,2020-03-18
147384,Niedersachsen,Region Hannover,A05-A14,M,1,0,2020-03-16
147385,Niedersachsen,Region Hannover,A05-A14,M,1,0,2020-03-18
147386,Niedersachsen,Region Hannover,A15-A34,M,1,0,2020-03-09
147387,Niedersachsen,Region Hannover,A15-A34,M,1,0,2020-03-10
147388,Niedersachsen,Region Hannover,A15-A34,M,2,0,2020-03-11
147389,Niedersachsen,Region Hannover,A15-A34,M,3,0,2020-03-12
147390,Niedersachsen,Region Hannover,A15-A34,M,1,0,2020-03-13
147391,Niedersachsen,Region Hannover,A15-A34,M,1,0,2020-03-14
147392,Niedersachsen,Region Hannover,A15-A34,M,1,0,2020-03-15
147393,Niedersachsen,Region Hannover,A15-A34,M,2,0,2020-03-16
147394,Niedersachsen,Region Hannover,A15-A34,M,4,0,2020-03-17
147395,Niedersachsen,Region Hannover,A15-A34,M,3,0,2020-03-18
147396,Niedersachsen,Region Hannover,A15-A34,W,1,0,2020-03-09
147397,Niedersachsen,Region Hannover,A15-A34,W,1,0,2020-03-11
147398,Niedersachsen,Region Hannover,A15-A34,W,3,0,2020-03-12
147399,Niedersachsen,Region Hannover,A15-A34,W,1,0,2020-03-15
147400,Niedersachsen,Region Hannover,A15-A34,W,2,0,2020-03-17
147401,Niedersachsen,Region Hannover,A15-A34,W,4,0,2020-03-18
147402,Niedersachsen,Region Hannover,A35-A59,M,1,0,2020-03-06
147403,Niedersachsen,Region Hannover,A35-A59,M,1,0,2020-03-08
147404,Niedersachsen,Region Hannover,A35-A59,M,3,0,2020-03-10
147405,Niedersachsen,Region Hannover,A35-A59,M,8,0,2020-03-12
147406,Niedersachsen,Region Hannover,A35-A59,M,3,0,2020-03-13
147407,Niedersachsen,Region Hannover,A35-A59,M,3,0,2020-03-14
147408,Niedersachsen,Region Hannover,A35-A59,M,2,0,2020-03-15
147409,Niedersachsen,Region Hannover,A35-A59,M,2,0,2020-03-16
147410,Niedersachsen,Region Hannover,A35-A59,M,3,0,2020-03-17
147411,Niedersachsen,Region Hannover,A35-A59,M,9,0,2020-03-18
147412,Niedersachsen,Region Hannover,A35-A59,unbekannt,1,0,2020-03-18
147413,Niedersachsen,Region Hannover,A35-A59,W,1,0,2020-03-07
147414,Niedersachsen,Region Hannover,A35-A59,W,2,0,2020-03-10
147415,Niedersachsen,Region Hannover,A35-A59,W,2,0,2020-03-11
147416,Niedersachsen,Region Hannover,A35-A59,W,2,0,2020-03-12
147417,Niedersachsen,Region Hannover,A35-A59,W,3,0,2020-03-13
147418,Niedersachsen,Region Hannover,A35-A59,W,1,0,2020-03-14
147419,Niedersachsen,Region Hannover,A35-A59,W,2,0,2020-03-15
147420,Niedersachsen,Region Hannover,A35-A59,W,3,0,2020-03-16
147421,Niedersachsen,Region Hannover,A35-A59,W,2,0,2020-03-17
147422,Niedersachsen,Region Hannover,A35-A59,W,6,0,2020-03-18
147423,Niedersachsen,Region Hannover,A60-A79,M,1,0,2020-03-01
147424,Niedersachsen,Region Hannover,A60-A79,M,1,0,2020-03-03
147425,Niedersachsen,Region Hannover,A60-A79,M,1,0,2020-03-04
147426,Niedersachsen,Region Hannover,A60-A79,M,7,0,2020-03-12
147427,Niedersachsen,Region Hannover,A60-A79,M,1,0,2020-03-16
147428,Niedersachsen,Region Hannover,A60-A79,M,3,0,2020-03-18
147429,Niedersachsen,Region Hannover,A60-A79,W,1,0,2020-03-06
147430,Niedersachsen,Region Hannover,A60-A79,W,2,0,2020-03-13
147431,Niedersachsen,Region Hannover,A60-A79,W,1,0,2020-03-15
147432,Niedersachsen,Region Hannover,A60-A79,W,1,0,2020-03-16
147433,Niedersachsen,Region Hannover,A80+,W,1,0,2020-03-18
147434,Niedersachsen,LK Diepholz,A15-A34,M,1,0,2020-03-11
147435,Niedersachsen,LK Diepholz,A15-A34,M,2,0,2020-03-18
147436,Niedersachsen,LK Diepholz,A15-A34,M,1,0,2020-03-19
147437,Niedersachsen,LK Diepholz,A15-A34,W,1,0,2020-03-11
147438,Niedersachsen,LK Diepholz,A15-A34,W,1,0,2020-03-16
147439,Niedersachsen,LK Diepholz,A15-A34,W,2,0,2020-03-19
147440,Niedersachsen,LK Diepholz,A35-A59,M,4,0,2020-03-11
147441,Niedersachsen,LK Diepholz,A35-A59,M,1,0,2020-03-12
147442,Niedersachsen,LK Diepholz,A35-A59,M,2,0,2020-03-13
147443,Niedersachsen,LK Diepholz,A35-A59,M,1,0,2020-03-15
147444,Niedersachsen,LK Diepholz,A35-A59,M,2,0,2020-03-18
147445,Niedersachsen,LK Diepholz,A35-A59,M,2,0,2020-03-19
147446,Niedersachsen,LK Diepholz,A35-A59,M,2,0,2020-03-20
147447,Niedersachsen,LK Diepholz,A35-A59,W,3,0,2020-03-11
147448,Niedersachsen,LK Diepholz,A35-A59,W,3,0,2020-03-12
147449,Niedersachsen,LK Diepholz,A35-A59,W,1,0,2020-03-13
147450,Niedersachsen,LK Diepholz,A35-A59,W,2,0,2020-03-15
147451,Niedersachsen,LK Diepholz,A35-A59,W,1,0,2020-03-18
147452,Niedersachsen,LK Diepholz,A35-A59,W,1,0,2020-03-19
147453,Niedersachsen,LK Diepholz,A35-A59,W,1,0,2020-03-20
147454,Niedersachsen,LK Diepholz,A60-A79,M,1,0,2020-03-10
147455,Niedersachsen,LK Diepholz,A60-A79,M,1,0,2020-03-11
147456,Niedersachsen,LK Diepholz,A60-A79,M,1,0,2020-03-18
147457,Niedersachsen,LK Diepholz,A60-A79,M,1,0,2020-03-19
147458,Niedersachsen,LK Diepholz,A60-A79,M,1,0,2020-03-20
147459,Niedersachsen,LK Diepholz,A60-A79,W,1,0,2020-03-12
147460,Niedersachsen,LK Diepholz,A60-A79,W,1,0,2020-03-18
147461,Niedersachsen,LK Diepholz,A60-A79,W,1,0,2020-03-19
147462,Niedersachsen,LK Diepholz,A60-A79,W,1,0,2020-03-20
147463,Niedersachsen,LK Diepholz,A80+,M,1,0,2020-03-15
147464,Niedersachsen,LK Hameln-Pyrmont,A15-A34,M,3,0,2020-03-16
147465,Niedersachsen,LK Hameln-Pyrmont,A15-A34,M,1,0,2020-03-18
147466,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,2020-03-10
147467,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,2020-03-14
147468,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,2020-03-15
147469,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,1,0,2020-03-18
147470,Niedersachsen,LK Hameln-Pyrmont,A35-A59,M,3,0,2020-03-19
147471,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,2020-03-12
147472,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,2020-03-16
147473,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,2020-03-18
147474,Niedersachsen,LK Hameln-Pyrmont,A35-A59,W,1,0,2020-03-19
147475,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,2020-03-16
147476,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,2020-03-18
147477,Niedersachsen,LK Hameln-Pyrmont,A60-A79,M,1,0,2020-03-19
147478,Niedersachsen,LK Hildesheim,A15-A34,M,1,0,2020-03-14
147479,Niedersachsen,LK Hildesheim,A15-A34,M,2,0,2020-03-18
147480,Niedersachsen,LK Hildesheim,A15-A34,M,1,0,2020-03-19
147481,Niedersachsen,LK Hildesheim,A15-A34,W,1,0,2020-03-09
147482,Niedersachsen,LK Hildesheim,A15-A34,W,1,0,2020-03-14
147483,Niedersachsen,LK Hildesheim,A15-A34,W,1,0,2020-03-18
147484,Niedersachsen,LK Hildesheim,A35-A59,M,1,0,2020-03-07
147485,Niedersachsen,LK Hildesheim,A35-A59,M,1,0,2020-03-12
147486,Niedersachsen,LK Hildesheim,A35-A59,M,1,0,2020-03-13
147487,Niedersachsen,LK Hildesheim,A35-A59,M,1,0,2020-03-15
147488,Niedersachsen,LK Hildesheim,A35-A59,M,2,0,2020-03-17
147489,Niedersachsen,LK Hildesheim,A35-A59,M,2,0,2020-03-18
147490,Niedersachsen,LK Hildesheim,A35-A59,W,1,0,2020-03-12
147491,Niedersachsen,LK Hildesheim,A35-A59,W,3,0,2020-03-13
147492,Niedersachsen,LK Hildesheim,A35-A59,W,1,0,2020-03-15
147493,Niedersachsen,LK Hildesheim,A35-A59,W,1,0,2020-03-17
147494,Niedersachsen,LK Hildesheim,A35-A59,W,2,0,2020-03-18
147495,Niedersachsen,LK Hildesheim,A35-A59,W,1,0,2020-03-19
147496,Niedersachsen,LK Hildesheim,A60-A79,M,1,0,2020-03-12
147497,Niedersachsen,LK Hildesheim,A60-A79,M,1,0,2020-03-15
147498,Niedersachsen,LK Hildesheim,A60-A79,M,1,0,2020-03-17
147499,Niedersachsen,LK Hildesheim,A60-A79,M,1,0,2020-03-19
147500,Niedersachsen,LK Hildesheim,A60-A79,unbekannt,1,0,2020-03-18
147501,Niedersachsen,LK Hildesheim,A60-A79,W,1,0,2020-03-09
147502,Niedersachsen,LK Hildesheim,A60-A79,W,1,0,2020-03-12
147503,Niedersachsen,LK Hildesheim,A60-A79,W,1,0,2020-03-17
147504,Niedersachsen,LK Hildesheim,A60-A79,W,1,0,2020-03-18
147505,Niedersachsen,LK Holzminden,A15-A34,W,2,0,2020-03-11
147506,Niedersachsen,LK Holzminden,A15-A34,W,1,0,2020-03-15
147507,Niedersachsen,LK Holzminden,A15-A34,W,2,0,2020-03-19
147508,Niedersachsen,LK Holzminden,A35-A59,M,3,0,2020-03-15
147509,Niedersachsen,LK Holzminden,A35-A59,M,1,0,2020-03-16
147510,Niedersachsen,LK Holzminden,A35-A59,M,2,0,2020-03-17
147511,Niedersachsen,LK Holzminden,A35-A59,M,1,0,2020-03-18
147512,Niedersachsen,LK Holzminden,A35-A59,M,1,0,2020-03-19
147513,Niedersachsen,LK Holzminden,A35-A59,W,4,0,2020-03-14
147514,Niedersachsen,LK Holzminden,A35-A59,W,2,0,2020-03-19
147515,Niedersachsen,LK Nienburg (Weser),A15-A34,W,1,0,2020-03-15
147516,Niedersachsen,LK Nienburg (Weser),A15-A34,W,1,0,2020-03-19
147517,Niedersachsen,LK Nienburg (Weser),A35-A59,M,2,0,2020-03-11
147518,Niedersachsen,LK Nienburg (Weser),A35-A59,M,1,0,2020-03-15
147519,Niedersachsen,LK Nienburg (Weser),A35-A59,M,1,0,2020-03-16
147520,Niedersachsen,LK Nienburg (Weser),A35-A59,M,1,0,2020-03-17
147521,Niedersachsen,LK Nienburg (Weser),A35-A59,M,2,0,2020-03-18
147522,Niedersachsen,LK Nienburg (Weser),A35-A59,M,1,0,2020-03-19
147523,Niedersachsen,LK Nienburg (Weser),A35-A59,M,1,0,2020-03-20
147524,Niedersachsen,LK Nienburg (Weser),A35-A59,W,1,0,2020-03-19
147525,Niedersachsen,LK Schaumburg,A15-A34,M,1,0,2020-03-18
147526,Niedersachsen,LK Schaumburg,A15-A34,W,1,0,2020-03-18
147527,Niedersachsen,LK Schaumburg,A15-A34,W,1,0,2020-03-19
147528,Niedersachsen,LK Schaumburg,A35-A59,M,1,0,2020-03-12
147529,Niedersachsen,LK Schaumburg,A35-A59,M,1,0,2020-03-14
147530,Niedersachsen,LK Schaumburg,A35-A59,M,2,0,2020-03-17
147531,Niedersachsen,LK Schaumburg,A35-A59,M,4,0,2020-03-18
147532,Niedersachsen,LK Schaumburg,A35-A59,M,1,0,2020-03-19
147533,Niedersachsen,LK Schaumburg,A35-A59,W,2,0,2020-03-16
147534,Niedersachsen,LK Schaumburg,A35-A59,W,3,0,2020-03-17
147535,Niedersachsen,LK Schaumburg,A35-A59,W,2,0,2020-03-19
147536,Niedersachsen,LK Schaumburg,A60-A79,M,1,0,2020-03-18
147537,Niedersachsen,LK Schaumburg,A60-A79,W,1,0,2020-03-17
147538,Niedersachsen,LK Celle,A15-A34,M,1,0,2020-03-05
147539,Niedersachsen,LK Celle,A15-A34,M,1,0,2020-03-18
147540,Niedersachsen,LK Celle,A15-A34,M,2,0,2020-03-20
147541,Niedersachsen,LK Celle,A15-A34,W,1,0,2020-03-05
147542,Niedersachsen,LK Celle,A15-A34,W,1,0,2020-03-17
147543,Niedersachsen,LK Celle,A35-A59,M,1,0,2020-03-05
147544,Niedersachsen,LK Celle,A35-A59,M,1,0,2020-03-10
147545,Niedersachsen,LK Celle,A35-A59,M,2,0,2020-03-13
147546,Niedersachsen,LK Celle,A35-A59,M,1,0,2020-03-16
147547,Niedersachsen,LK Celle,A35-A59,M,4,0,2020-03-17
147548,Niedersachsen,LK Celle,A35-A59,M,2,0,2020-03-18
147549,Niedersachsen,LK Celle,A35-A59,M,1,0,2020-03-19
147550,Niedersachsen,LK Celle,A35-A59,W,1,0,2020-03-17
147551,Niedersachsen,LK Celle,A60-A79,M,1,0,2020-03-16
147552,Niedersachsen,LK Celle,A60-A79,W,1,0,2020-03-09
147553,Niedersachsen,LK Celle,A60-A79,W,1,0,2020-03-11
147554,Niedersachsen,LK Celle,A60-A79,W,2,0,2020-03-16
147555,Niedersachsen,LK Celle,A60-A79,W,1,0,2020-03-18
147556,Niedersachsen,LK Celle,A80+,M,1,0,2020-03-16
147557,Niedersachsen,LK Cuxhaven,A05-A14,M,1,0,2020-03-17
147558,Niedersachsen,LK Cuxhaven,A05-A14,W,1,0,2020-03-17
147559,Niedersachsen,LK Cuxhaven,A05-A14,W,1,0,2020-03-19
147560,Niedersachsen,LK Cuxhaven,A15-A34,M,1,0,2020-03-03
147561,Niedersachsen,LK Cuxhaven,A15-A34,M,1,0,2020-03-17
147562,Niedersachsen,LK Cuxhaven,A15-A34,W,1,0,2020-03-03
147563,Niedersachsen,LK Cuxhaven,A15-A34,W,1,0,2020-03-17
147564,Niedersachsen,LK Cuxhaven,A35-A59,M,1,0,2020-03-13
147565,Niedersachsen,LK Cuxhaven,A35-A59,M,1,0,2020-03-17
147566,Niedersachsen,LK Cuxhaven,A35-A59,M,2,0,2020-03-18
147567,Niedersachsen,LK Cuxhaven,A35-A59,M,1,0,2020-03-19
147568,Niedersachsen,LK Cuxhaven,A35-A59,W,1,0,2020-03-17
147569,Niedersachsen,LK Cuxhaven,A35-A59,W,2,0,2020-03-18
147570,Niedersachsen,LK Cuxhaven,A35-A59,W,3,0,2020-03-19
147571,Niedersachsen,LK Cuxhaven,A60-A79,M,1,0,2020-03-02
147572,Niedersachsen,LK Cuxhaven,A60-A79,M,1,0,2020-03-17
147573,Niedersachsen,LK Cuxhaven,A60-A79,M,1,0,2020-03-18
147574,Niedersachsen,LK Cuxhaven,A60-A79,M,1,0,2020-03-20
147575,Niedersachsen,LK Cuxhaven,A80+,W,1,0,2020-03-16
147576,Niedersachsen,LK Harburg,A00-A04,M,1,0,2020-03-06
147577,Niedersachsen,LK Harburg,A15-A34,M,2,0,2020-03-12
147578,Niedersachsen,LK Harburg,A15-A34,M,1,0,2020-03-14
147579,Niedersachsen,LK Harburg,A15-A34,M,1,0,2020-03-19
147580,Niedersachsen,LK Harburg,A15-A34,W,4,0,2020-03-17
147581,Niedersachsen,LK Harburg,A35-A59,M,1,0,2020-03-06
147582,Niedersachsen,LK Harburg,A35-A59,M,4,0,2020-03-12
147583,Niedersachsen,LK Harburg,A35-A59,M,1,0,2020-03-13
147584,Niedersachsen,LK Harburg,A35-A59,M,2,0,2020-03-14
147585,Niedersachsen,LK Harburg,A35-A59,M,4,0,2020-03-17
147586,Niedersachsen,LK Harburg,A35-A59,M,2,0,2020-03-18
147587,Niedersachsen,LK Harburg,A35-A59,M,8,0,2020-03-19
147588,Niedersachsen,LK Harburg,A35-A59,W,2,0,2020-03-06
147589,Niedersachsen,LK Harburg,A35-A59,W,2,0,2020-03-12
147590,Niedersachsen,LK Harburg,A35-A59,W,2,0,2020-03-15
147591,Niedersachsen,LK Harburg,A35-A59,W,3,0,2020-03-17
147592,Niedersachsen,LK Harburg,A35-A59,W,1,0,2020-03-18
147593,Niedersachsen,LK Harburg,A35-A59,W,1,0,2020-03-19
147594,Niedersachsen,LK Harburg,A60-A79,M,5,0,2020-03-17
147595,Niedersachsen,LK Harburg,A60-A79,W,1,0,2020-03-15
147596,Niedersachsen,LK Harburg,A60-A79,W,1,0,2020-03-17
147597,Niedersachsen,LK Harburg,A60-A79,W,3,0,2020-03-19
147598,Niedersachsen,LK Lüchow-Dannenberg,A15-A34,W,1,0,2020-03-20
147599,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,M,2,0,2020-03-20
147600,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,W,1,0,2020-03-19
147601,Niedersachsen,LK Lüchow-Dannenberg,A60-A79,W,1,0,2020-03-20
147602,Niedersachsen,LK Lüneburg,A00-A04,W,1,0,2020-03-17
147603,Niedersachsen,LK Lüneburg,A15-A34,M,1,0,2020-03-16
147604,Niedersachsen,LK Lüneburg,A15-A34,M,10,0,2020-03-17
147605,Niedersachsen,LK Lüneburg,A15-A34,M,2,0,2020-03-18
147606,Niedersachsen,LK Lüneburg,A15-A34,M,3,0,2020-03-19
147607,Niedersachsen,LK Lüneburg,A15-A34,M,1,0,2020-03-20
147608,Niedersachsen,LK Lüneburg,A15-A34,W,2,0,2020-03-18
147609,Niedersachsen,LK Lüneburg,A15-A34,W,1,0,2020-03-19
147610,Niedersachsen,LK Lüneburg,A15-A34,W,5,0,2020-03-20
147611,Niedersachsen,LK Lüneburg,A35-A59,M,1,0,2020-03-11
147612,Niedersachsen,LK Lüneburg,A35-A59,M,2,0,2020-03-13
147613,Niedersachsen,LK Lüneburg,A35-A59,M,1,0,2020-03-16
147614,Niedersachsen,LK Lüneburg,A35-A59,M,1,0,2020-03-17
147615,Niedersachsen,LK Lüneburg,A35-A59,M,2,0,2020-03-18
147616,Niedersachsen,LK Lüneburg,A35-A59,M,5,0,2020-03-19
147617,Niedersachsen,LK Lüneburg,A35-A59,M,2,0,2020-03-20
147618,Niedersachsen,LK Lüneburg,A35-A59,W,2,0,2020-03-17
147619,Niedersachsen,LK Lüneburg,A35-A59,W,2,0,2020-03-19
147620,Niedersachsen,LK Lüneburg,A35-A59,W,2,0,2020-03-20
147621,Niedersachsen,LK Lüneburg,A60-A79,W,1,0,2020-03-17
147622,Niedersachsen,LK Lüneburg,A80+,M,1,0,2020-03-17
147623,Niedersachsen,LK Lüneburg,A80+,W,1,0,2020-03-19
147624,Niedersachsen,LK Osterholz,A15-A34,M,1,0,2020-03-13
147625,Niedersachsen,LK Osterholz,A15-A34,W,1,0,2020-03-13
147626,Niedersachsen,LK Osterholz,A35-A59,M,1,0,2020-03-10
147627,Niedersachsen,LK Osterholz,A35-A59,M,1,0,2020-03-13
147628,Niedersachsen,LK Osterholz,A35-A59,M,1,0,2020-03-14
147629,Niedersachsen,LK Osterholz,A35-A59,M,3,0,2020-03-16
147630,Niedersachsen,LK Osterholz,A35-A59,M,1,0,2020-03-17
147631,Niedersachsen,LK Osterholz,A35-A59,W,4,0,2020-03-10
147632,Niedersachsen,LK Osterholz,A35-A59,W,2,0,2020-03-11
147633,Niedersachsen,LK Osterholz,A60-A79,M,1,0,2020-03-10
147634,Niedersachsen,LK Osterholz,A60-A79,M,1,0,2020-03-11
147635,Niedersachsen,LK Osterholz,A60-A79,M,2,0,2020-03-16
147636,Niedersachsen,LK Osterholz,A60-A79,W,1,0,2020-03-11
147637,Niedersachsen,LK Osterholz,A60-A79,W,2,0,2020-03-19
147638,Niedersachsen,LK Osterholz,A60-A79,W,1,0,2020-03-20
147639,Niedersachsen,LK Rotenburg (Wümme),A15-A34,M,1,0,2020-03-09
